base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,loss_of_load_e_demand,loss_of_load_h2_demand
0_HourlyBenchmark,1,Xpress,0.0,20.7991363,90.1731028,514.0162062,24.4281452,4.685700547504196e8,OPTIMAL,6824040,4748143,0.0,0.0,,25,9,36.46423909168288,5.139846435702909
convex_cross,4,Xpress,9.6982542,1.014228,3.8035403,4.8215167,0.2970052,6.48798307841301e8,OPTIMAL,112713,64898,102.4908451,6.216051221014823e8,OPTIMAL,96,284,563.0641116654623,255.27277874809536
convex_cross,8,Xpress,5.283974,0.638862,3.7212615,12.1116429,0.3004902,5.991514633579025e8,OPTIMAL,173961,112418,61.3478063,5.526761635981019e8,OPTIMAL,5,27,3.2391324465478246,8.738619797672396
convex_cross,12,Xpress,4.8658998,0.880814,5.2623658,22.7216058,0.4836623,6.00756128674942e8,OPTIMAL,235209,159938,58.8237891,5.778169856320988e8,OPTIMAL,30,0,8.231682404419736,0.0
convex_cross,16,Xpress,8.6711554,1.111548,7.0050294,41.5130052,8.690735,5.2466752900452423e8,OPTIMAL,296457,207458,59.8164267,4.8484138365585953e8,OPTIMAL,99,144,231.1472769341378,251.20743871726648
convex_cross,20,Xpress,6.8712295,1.3200613,7.7851561,49.9210602,0.7340628,5.216080077781296e8,OPTIMAL,357705,254978,57.3179896,4.826846386063037e8,OPTIMAL,204,71,388.2504219880579,96.80848205296338
convex_cross,30,Xpress,18.3618093,1.7805684,9.6134465,87.0806438,1.0086514,4.912636992299957e8,OPTIMAL,510825,373778,64.7237137,4.819845436536415e8,OPTIMAL,236,109,604.6726005007849,123.24511263667218
convex_cross,45,Xpress,16.7420872,2.7278162,22.6710919,133.8487488,2.4469509,4.7899729943961334e8,OPTIMAL,740505,551978,75.5046114,4.836848765261675e8,OPTIMAL,357,155,684.5274084673146,141.4758839976748
convex_cross,60,Xpress,16.4634901,3.603135,18.8242217,190.9782484,12.1343393,4.736636581716919e8,OPTIMAL,970185,730178,81.354344,4.814234745018847e8,OPTIMAL,322,90,620.7687686833187,82.49090378467017
convex_cross,90,Xpress,26.1158603,6.8086607,28.2025828,270.2175967,3.3680899,4.721483214321747e8,OPTIMAL,1429545,1086578,80.9877052,4.801671573582725e8,OPTIMAL,283,49,593.536887966414,40.49808791233328
convex_cross,120,Xpress,44.7997512,9.1488228,49.7436388,307.006791,5.6954383,4.7016071952651215e8,OPTIMAL,1888905,1442978,78.538984,4.790880110148535e8,OPTIMAL,251,34,549.4140968357143,41.18580673134449
convex_cross,180,Xpress,76.5684136,15.3978295,76.3470879,341.9840205,7.903694,4.683737341171036e8,OPTIMAL,2807625,2155778,79.2499189,4.7786957057999474e8,OPTIMAL,192,36,486.1170514791293,61.66107064639869
conicalb_cross,4,Xpress,4.2233967,0.7745253,4.0936154,5.7062363,0.218415,6.469637917164764e8,OPTIMAL,112713,64898,60.9647447,6.106171187530576e8,OPTIMAL,32,33,100.69619326250178,39.70611151348075
conicalb_cross,8,Xpress,5.9085462,1.0762027,6.005544,13.646275,0.3713807,6.098856664135666e8,OPTIMAL,173961,112418,60.5054869,5.864943052301286e8,OPTIMAL,0,0,0.0,-1.6797674362578618e-13
conicalb_cross,12,Xpress,8.7597363,1.3684685,6.0783156,29.6067848,0.5597533,5.871699629990082e8,OPTIMAL,235209,159938,61.3797146,5.385914329686487e8,OPTIMAL,34,11,63.9346243724187,13.918095881623387
conicalb_cross,16,Xpress,6.681464,1.0726167,6.851209,45.0693482,0.5986865,5.801345886359634e8,OPTIMAL,296457,207458,59.2708534,5.246231026413947e8,OPTIMAL,60,17,162.10412784703252,34.109359201571216
conicalb_cross,20,Xpress,8.5111919,2.0080113,7.6846519,56.4401323,0.7754679,5.244090748941803e8,OPTIMAL,357705,254978,64.7747229,4.858306958790148e8,OPTIMAL,221,35,411.1793048110801,46.88990820487732
conicalb_cross,30,Xpress,10.3871694,1.9058123,9.7600372,78.2537946,1.0204928,4.8293140851963043e8,OPTIMAL,510825,373778,69.1375481,4.8153563906018907e8,OPTIMAL,320,65,733.1202837644582,47.471160369030486
conicalb_cross,45,Xpress,23.3785751,3.2402666,15.9654328,146.6728937,2.1929869,4.743540138384476e8,OPTIMAL,740505,551978,79.7902241,4.8494358400735664e8,OPTIMAL,486,99,824.599396397777,48.85871431776326
conicalb_cross,60,Xpress,25.5448709,3.4726484,19.4807731,195.013127,2.9486285,4.732387561107178e8,OPTIMAL,970185,730178,76.5936404,4.8052320542786336e8,OPTIMAL,357,41,632.1281763683776,31.823799452962874
conicalb_cross,90,Xpress,35.3818874,5.4217345,28.4342014,303.5371973,4.3621647,4.709652345219879e8,OPTIMAL,1429545,1086578,72.3011979,4.7968932663217807e8,OPTIMAL,283,34,584.2889566544321,30.15102128783378
conicalb_cross,120,Xpress,46.3779515,8.9704784,48.7351443,299.9873793,5.6404031,4.698206201085739e8,OPTIMAL,1888905,1442978,78.096715,4.8019380825892913e8,OPTIMAL,283,41,605.6571002976767,39.30570826494167
conicalb_cross,180,Xpress,85.2752861,14.7811857,80.0878245,361.1685007,7.8634302,4.683829326375122e8,OPTIMAL,2807625,2155778,80.5851569,4.7819253519974697e8,OPTIMAL,224,32,511.3916190980636,35.8102534687155
